City,Name,City (listed),Category,Has website/social,Has address,Dupe?,Unsourced fields,Flags,Verify (Google Maps),Keep / Edit / Remove,Founder notes
Washington DC,Oohh's & Aahh's,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Oohh's%20%26%20Aahh's%20Washington,Keep,
Washington DC,Open Crumb,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Open%20Crumb%20Washington,Keep,
Washington DC,Roaming Rooster,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Roaming%20Rooster%20Washington,Keep,
Washington DC,Sankofa Video Books & Cafe,Washington,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Sankofa%20Video%20Books%20%26%20Cafe%20Washington,Keep,
Washington DC,St. James,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=St.%20James%20Washington,Keep,
Washington DC,Step Afrika!,Washington,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Step%20Afrika!%20Washington,Keep,
Washington DC,SWEAT DC,Washington,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=SWEAT%20DC%20Washington,Keep,
Washington DC,Sweet Tooth Cafe & Cakes,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Sweet%20Tooth%20Cafe%20%26%20Cakes%20Washington,Keep,
Washington DC,The LAB Fitness DC,Washington,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20LAB%20Fitness%20DC%20Washington,Keep,
Washington DC,Turning Natural,Washington,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Turning%20Natural%20Washington,Keep,
Washington DC,WeFitDC,Washington,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=WeFitDC%20Washington,Keep,
New Orleans,Bullet's Sports Bar,New Orleans,events-entertainment,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Bullet's%20Sports%20Bar%20New%20Orleans,Keep,
New Orleans,Chef Ron's Gumbo Stop,Metairie,food-dining,yes,yes,,,metro-area,https://www.google.com/maps/search/?api=1&query=Chef%20Ron's%20Gumbo%20Stop%20Metairie,Keep,
New Orleans,Terrance Osborne Gallery,New Orleans,arts-culture,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Terrance%20Osborne%20Gallery%20New%20Orleans,Keep,
New Orleans,Two Sisters Kitchen,New Orleans,food-dining,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Two%20Sisters%20Kitchen%20New%20Orleans,Keep,
New Orleans,Addis NOLA,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Addis%20NOLA%20New%20Orleans,Keep,
New Orleans,Ashé Cultural Arts Center,New Orleans,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Ash%C3%A9%20Cultural%20Arts%20Center%20New%20Orleans,Keep,
New Orleans,Backstreet Cultural Museum,New Orleans,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Backstreet%20Cultural%20Museum%20New%20Orleans,Keep,
New Orleans,Baldwin & Co.,New Orleans,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Baldwin%20%26%20Co.%20New%20Orleans,Keep,
New Orleans,Barrow's Catfish,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Barrow's%20Catfish%20New%20Orleans,Keep,
New Orleans,Bennachin Restaurant,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Bennachin%20Restaurant%20New%20Orleans,Keep,
New Orleans,Boswell's Jamaican Grill,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Boswell's%20Jamaican%20Grill%20New%20Orleans,Keep,
New Orleans,Bree Nyce Boutique,New Orleans,fashion-apparel,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Bree%20Nyce%20Boutique%20New%20Orleans,Keep,
New Orleans,Café Dauphine,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Dauphine%20New%20Orleans,Keep,
New Orleans,Cafe Reconcile,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Reconcile%20New%20Orleans,Keep,
New Orleans,Community Book Center,New Orleans,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Community%20Book%20Center%20New%20Orleans,Keep,
New Orleans,Compère Lapin,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Comp%C3%A8re%20Lapin%20New%20Orleans,Keep,
New Orleans,Deelightful Roux School of Cooking,New Orleans,education-tutoring,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Deelightful%20Roux%20School%20of%20Cooking%20New%20Orleans,Keep,
New Orleans,Dooky Chase's Restaurant,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Dooky%20Chase's%20Restaurant%20New%20Orleans,Keep,
New Orleans,Freestyle,New Orleans,fashion-apparel,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Freestyle%20New%20Orleans,Keep,
New Orleans,Fritai,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Fritai%20New%20Orleans,Keep,
New Orleans,Heard Dat Kitchen,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Heard%20Dat%20Kitchen%20New%20Orleans,Keep,
New Orleans,Kermit's Tremé Mother-in-Law Lounge,New Orleans,events-entertainment,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Kermit's%20Trem%C3%A9%20Mother-in-Law%20Lounge%20New%20Orleans,Keep,
New Orleans,King & Queen Emporium Int'l,New Orleans,retail-gifts,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=King%20%26%20Queen%20Emporium%20Int'l%20New%20Orleans,Keep,
New Orleans,Le Musée de f.p.c.,New Orleans,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Le%20Mus%C3%A9e%20de%20f.p.c.%20New%20Orleans,Keep,
New Orleans,Li'l Dizzy's Cafe,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Li'l%20Dizzy's%20Cafe%20New%20Orleans,Keep,
New Orleans,Loretta's Authentic Pralines,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Loretta's%20Authentic%20Pralines%20New%20Orleans,Keep,
New Orleans,Magnolia Yoga Studio,New Orleans,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Magnolia%20Yoga%20Studio%20New%20Orleans,Keep,
New Orleans,McHardy's Chicken & Fixin',New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=McHardy's%20Chicken%20%26%20Fixin'%20New%20Orleans,Keep,
New Orleans,Melba's Old School Poboys,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Melba's%20Old%20School%20Poboys%20New%20Orleans,Keep,
New Orleans,New Orleans African American Museum,New Orleans,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=New%20Orleans%20African%20American%20Museum%20New%20Orleans,Keep,
New Orleans,Neyow's Creole Cafe,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Neyow's%20Creole%20Cafe%20New%20Orleans,Keep,
New Orleans,Queen Trini Lisa,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Queen%20Trini%20Lisa%20New%20Orleans,Keep,
New Orleans,Sammy's Food Service & Deli,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Sammy's%20Food%20Service%20%26%20Deli%20New%20Orleans,Keep,
New Orleans,Sportsman's Corner,New Orleans,events-entertainment,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Sportsman's%20Corner%20New%20Orleans,Keep,
New Orleans,Stella Jones Gallery,New Orleans,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Stella%20Jones%20Gallery%20New%20Orleans,Keep,
New Orleans,Studio Be,New Orleans,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Studio%20Be%20New%20Orleans,Keep,
New Orleans,Sweet Lorraine's Jazz Club,New Orleans,events-entertainment,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Sweet%20Lorraine's%20Jazz%20Club%20New%20Orleans,Keep,
New Orleans,Sweet Soulfood,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Sweet%20Soulfood%20New%20Orleans,Keep,
New Orleans,The Munch Factory,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20Munch%20Factory%20New%20Orleans,Keep,
New Orleans,Vaucresson's Creole Cafe & Deli,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Vaucresson's%20Creole%20Cafe%20%26%20Deli%20New%20Orleans,Keep,
New Orleans,Willie Mae's Scotch House,New Orleans,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Willie%20Mae's%20Scotch%20House%20New%20Orleans,Keep,
New Orleans,Zulu Social Aid & Pleasure Club,New Orleans,spiritual-community,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Zulu%20Social%20Aid%20%26%20Pleasure%20Club%20New%20Orleans,Keep,
